Timestamp,Temperature,CORE 1(%),CORE 2(%),CORE 3(%),CORE 4(%),CORE 1(MHZ),CORE 2(MHZ),CORE 3(MHZ),CORE 4(MHZ),Available Mem (MHZ),CPU (%),MEM (%)
2019-11-13 20:20:34.005760,56.4,1.0,6.0,0.0,0.0,1200.0,1200.0,1200.0,1200.0,486764544,0.0,0.2
