Timestamp,Temperature,CORE 1(%),CORE 2(%),CORE 3(%),CORE 4(%),CORE 1(MHZ),CORE 2(MHZ),CORE 3(MHZ),CORE 4(MHZ),Available Mem (MHZ),CPU (%),MEM (%)
2019-11-11 22:13:06.723848,50.5,2.1,2.0,0.0,3.0,600.0,600.0,600.0,600.0,645152768,0.0,0.2
2019-11-11 22:13:08.751818,51.0,1.0,3.0,0.0,4.0,600.0,600.0,600.0,600.0,645169152,0.0,0.2
2019-11-11 22:13:10.778378,50.5,1.0,0.0,0.0,4.0,600.0,600.0,600.0,600.0,645201920,0.0,0.2
2019-11-11 22:13:12.805109,50.5,0.0,5.0,0.0,2.0,600.0,600.0,600.0,600.0,645201920,0.0,0.2
2019-11-11 22:13:14.831008,51.0,0.0,4.0,0.0,1.0,600.0,600.0,600.0,600.0,645058560,0.0,0.2
2019-11-11 22:13:16.858151,49.9,0.0,2.0,0.0,3.0,600.0,600.0,600.0,600.0,645218304,0.0,0.2
2019-11-11 22:13:18.885390,51.0,1.0,2.0,1.0,3.0,600.0,600.0,600.0,600.0,645345280,0.0,0.2
2019-11-11 22:13:20.912899,50.5,0.0,3.0,1.0,3.0,600.0,600.0,600.0,600.0,645099520,0.0,0.2
2019-11-11 22:13:22.939850,50.5,0.0,1.0,0.0,3.0,600.0,600.0,600.0,600.0,645066752,0.0,0.2
2019-11-11 22:13:24.966751,50.5,0.0,2.0,0.0,3.0,600.0,600.0,600.0,600.0,645226496,0.0,0.2
2019-11-11 22:13:26.993937,50.5,2.1,3.0,0.0,3.0,600.0,600.0,600.0,600.0,645201920,0.0,0.2
2019-11-11 22:13:29.020756,50.5,0.0,2.0,0.0,2.0,600.0,600.0,600.0,600.0,645234688,0.0,0.2
2019-11-11 22:13:31.047245,50.5,2.1,0.0,0.0,3.0,600.0,600.0,600.0,600.0,645107712,0.0,0.2
2019-11-11 22:13:33.073616,51.5,3.2,3.0,0.0,0.0,600.0,600.0,600.0,600.0,644956160,0.0,0.2
2019-11-11 22:13:35.100951,51.0,2.1,5.9,0.0,0.0,600.0,600.0,600.0,600.0,645070848,0.0,0.2
2019-11-11 22:13:37.127035,51.0,1.1,3.0,0.0,0.0,600.0,600.0,600.0,600.0,645214208,0.0,0.2
2019-11-11 22:13:39.154650,49.9,1.0,2.0,1.0,0.0,600.0,600.0,600.0,600.0,645099520,0.0,0.2
2019-11-11 22:13:41.181045,49.9,2.2,2.0,0.0,0.0,600.0,600.0,600.0,600.0,644972544,0.0,0.2
2019-11-11 22:13:43.208271,50.5,0.0,9.6,0.0,0.0,600.0,600.0,600.0,600.0,645115904,0.0,0.2
2019-11-11 22:13:45.235317,50.5,4.1,2.0,0.0,0.0,600.0,600.0,600.0,600.0,644947968,0.0,0.2
2019-11-11 22:13:47.261834,50.5,1.0,5.0,4.0,0.0,600.0,600.0,600.0,600.0,644820992,0.0,0.2
2019-11-11 22:13:49.288449,50.5,2.1,2.0,1.0,0.0,600.0,600.0,600.0,600.0,644952064,0.0,0.2
2019-11-11 22:13:51.316051,50.5,1.0,3.0,1.0,0.0,600.0,600.0,600.0,600.0,644833280,0.0,0.2
2019-11-11 22:13:53.343303,50.5,0.0,2.0,0.0,0.0,600.0,600.0,600.0,600.0,644993024,0.0,0.2
2019-11-11 22:13:55.369787,50.5,1.1,0.0,0.0,0.0,600.0,600.0,600.0,600.0,644866048,0.0,0.2
2019-11-11 22:13:57.397360,50.5,1.0,1.0,2.0,0.0,600.0,600.0,600.0,600.0,645001216,0.0,0.2
2019-11-11 22:13:59.424669,50.5,3.1,4.0,3.0,2.9,600.0,600.0,600.0,600.0,645033984,0.0,0.2
2019-11-11 22:14:01.450601,51.0,1.1,7.3,10.9,2.0,600.0,600.0,600.0,600.0,644681728,0.0,0.2
2019-11-11 22:14:03.477719,49.9,0.0,2.0,4.0,0.0,600.0,600.0,600.0,600.0,644595712,0.0,0.2
2019-11-11 22:14:05.504365,50.5,0.0,0.0,2.0,0.0,600.0,600.0,600.0,600.0,644263936,0.0,0.2
2019-11-11 22:14:07.531262,51.0,3.1,3.0,2.0,0.0,600.0,600.0,600.0,600.0,644136960,0.0,0.2
2019-11-11 22:14:09.558139,51.0,2.1,3.0,2.0,0.0,600.0,600.0,600.0,600.0,644296704,0.0,0.2
2019-11-11 22:14:11.585264,51.0,1.0,1.0,0.0,2.0,600.0,600.0,600.0,600.0,644198400,0.0,0.2
2019-11-11 22:14:13.612355,50.5,0.0,0.0,0.0,3.0,600.0,600.0,600.0,600.0,644743168,0.0,0.2
2019-11-11 22:14:15.639793,50.5,0.0,2.0,0.0,3.0,600.0,600.0,600.0,600.0,644743168,0.0,0.2
2019-11-11 22:14:17.666749,51.0,2.1,4.1,0.0,0.0,600.0,600.0,600.0,600.0,644751360,0.0,0.2
